Timestamp,Solar,Battery,Temp,Comm,Consumption,Status,Event
2026-06-01 17:50:12,10,5,18.8,70,32.0,CRÍTICO,[17:50:12] 📡 ALERTA: Comunicação instável
2026-06-01 17:50:12,10,5,18.8,70,24.0,CRÍTICO,[17:50:12] 🤖 DECISÃO: Modo Economia Ativado (Consumo reduzido)
2026-06-01 17:50:14,10,5,17.1,71.6,25,CRÍTICO,[17:50:14] 🔥 ALERTA CRÍTICO: Bateria em nível crítico!
2026-06-01 17:50:14,10,5,17.1,71.6,25,CRÍTICO,[17:50:14] ☀️ ALERTA: Baixa eficiência solar
2026-06-01 17:50:14,10,5,17.1,71.6,25,CRÍTICO,[17:50:14] 📡 ALERTA: Comunicação instável
2026-06-01 17:50:14,10,5,17.1,71.6,20,CRÍTICO,[17:50:14] 🤖 DECISÃO: Modo Economia Ativado (Consumo reduzido)
2026-06-01 17:50:16,10,5,19.3,70.6,25,CRÍTICO,[17:50:16] 🔥 ALERTA CRÍTICO: Bateria em nível crítico!
2026-06-01 17:50:16,10,5,19.3,70.6,25,CRÍTICO,[17:50:16] ☀️ ALERTA: Baixa eficiência solar
2026-06-01 17:50:16,10,5,19.3,70.6,25,CRÍTICO,[17:50:16] 📡 ALERTA: Comunicação instável
2026-06-01 17:50:16,10,5,19.3,70.6,20,CRÍTICO,[17:50:16] 🤖 DECISÃO: Modo Economia Ativado (Consumo reduzido)
2026-06-01 17:50:18,16.9,5.0,19.4,70,25.8,CRÍTICO,[17:50:18] 🔥 ALERTA CRÍTICO: Bateria em nível crítico!
2026-06-01 17:50:18,16.9,5.0,19.4,70,25.8,CRÍTICO,[17:50:18] ☀️ ALERTA: Baixa eficiência solar
2026-06-01 17:50:18,16.9,5.0,19.4,70,25.8,CRÍTICO,[17:50:18] 📡 ALERTA: Comunicação instável
2026-06-01 17:50:18,16.9,5.0,19.4,70,20,CRÍTICO,[17:50:18] 🤖 DECISÃO: Modo Economia Ativado (Consumo reduzido)
2026-06-01 17:50:20,15.6,5,22.1,70,26.7,CRÍTICO,[17:50:20] 🔥 ALERTA CRÍTICO: Bateria em nível crítico!
2026-06-01 17:50:20,15.6,5,22.1,70,26.7,CRÍTICO,[17:50:20] ☀️ ALERTA: Baixa eficiência solar
2026-06-01 17:50:20,15.6,5,22.1,70,26.7,CRÍTICO,[17:50:20] 📡 ALERTA: Comunicação instável
2026-06-01 17:50:20,15.6,5,22.1,70,20.0,CRÍTICO,[17:50:20] 🤖 DECISÃO: Modo Economia Ativado (Consumo reduzido)
2026-06-01 17:50:22,14.5,5,24.2,73.1,25,CRÍTICO,[17:50:22] 🔥 ALERTA CRÍTICO: Bateria em nível crítico!
2026-06-01 17:50:22,14.5,5,24.2,73.1,25,CRÍTICO,[17:50:22] ☀️ ALERTA: Baixa eficiência solar
2026-06-01 17:50:22,14.5,5,24.2,73.1,25,CRÍTICO,[17:50:22] 📡 ALERTA: Comunicação instável
2026-06-01 17:50:22,14.5,5,24.2,73.1,20,CRÍTICO,[17:50:22] 🤖 DECISÃO: Modo Economia Ativado (Consumo reduzido)
2026-06-01 17:50:24,16.1,5,23.0,76.2,25,CRÍTICO,[17:50:24] 🔥 ALERTA CRÍTICO: Bateria em nível crítico!
2026-06-01 17:50:24,16.1,5,23.0,76.2,25,CRÍTICO,[17:50:24] ☀️ ALERTA: Baixa eficiência solar
2026-06-01 17:50:24,16.1,5,23.0,76.2,25,CRÍTICO,[17:50:24] 📡 ALERTA: Comunicação instável
2026-06-01 17:50:24,16.1,5,23.0,76.2,20,CRÍTICO,[17:50:24] 🤖 DECISÃO: Modo Economia Ativado (Consumo reduzido)
2026-06-01 17:50:26,12.3,5,23.8,79.1,25,CRÍTICO,[17:50:26] 🔥 ALERTA CRÍTICO: Bateria em nível crítico!
2026-06-01 17:50:26,12.3,5,23.8,79.1,25,CRÍTICO,[17:50:26] ☀️ ALERTA: Baixa eficiência solar
2026-06-01 17:50:26,12.3,5,23.8,79.1,25,CRÍTICO,[17:50:26] 📡 ALERTA: Comunicação instável
2026-06-01 17:50:26,12.3,5,23.8,79.1,20,CRÍTICO,[17:50:26] 🤖 DECISÃO: Modo Economia Ativado (Consumo reduzido)
2026-06-01 17:50:40,55.1,21.2,23.2,88.6,55.3,CRÍTICO,[17:50:40] 🔥 ALERTA CRÍTICO: Bateria em nível crítico!
2026-06-01 17:50:40,55.1,21.2,23.2,88.6,41.5,CRÍTICO,[17:50:40] 🤖 DECISÃO: Modo Economia Ativado (Consumo reduzido)
2026-06-01 17:50:42,60.6,22.5,28.4,90.4,46.5,CRÍTICO,[17:50:42] 🔥 ALERTA CRÍTICO: Bateria em nível crítico!
2026-06-01 17:50:42,60.6,22.5,28.4,90.4,34.9,CRÍTICO,[17:50:42] 🤖 DECISÃO: Modo Economia Ativado (Consumo reduzido)
2026-06-01 17:50:44,64.2,23.9,26.8,70,32.2,CRÍTICO,[17:50:44] 🔥 ALERTA CRÍTICO: Bateria em nível crítico!
2026-06-01 17:50:44,64.2,23.9,26.8,70,32.2,CRÍTICO,[17:50:44] 📡 ALERTA: Comunicação instável
2026-06-01 17:50:44,64.2,23.9,26.8,70,24.2,CRÍTICO,[17:50:44] 🤖 DECISÃO: Modo Economia Ativado (Consumo reduzido)
2026-06-01 17:50:46,65.9,25.4,25.9,72.6,25,ATENÇÃO,[17:50:46] 📡 ALERTA: Comunicação instável
2026-06-01 17:50:46,65.9,25.4,25.9,72.6,20,ATENÇÃO,[17:50:46] 🤖 DECISÃO: Modo Economia Ativado (Consumo reduzido)
2026-06-01 17:50:47,65.9,25.4,25.9,72.6,100.0,ATENÇÃO,[17:50:47] Dados atualizados manualmente.
2026-06-01 17:50:48,70.5,27.0,25.5,70.9,75,ATENÇÃO,[17:50:48] 📡 ALERTA: Comunicação instável
2026-06-01 17:50:48,70.5,27.0,25.5,70.9,56.2,ATENÇÃO,[17:50:48] 🤖 DECISÃO: Modo Economia Ativado (Consumo reduzido)
2026-06-01 17:50:50,77.9,28.8,26.6,70,61.4,ATENÇÃO,[17:50:50] 📡 ALERTA: Comunicação instável
2026-06-01 17:50:50,77.9,28.8,26.6,70,46.1,ATENÇÃO,[17:50:50] 🤖 DECISÃO: Modo Economia Ativado (Consumo reduzido)
2026-06-01 17:50:52,80.9,30.8,25.3,72.2,40.5,ATENÇÃO,[17:50:52] 📡 ALERTA: Comunicação instável
2026-06-01 17:50:54,79.6,32.6,25.9,74.0,42.9,ATENÇÃO,[17:50:54] 📡 ALERTA: Comunicação instável
2026-06-01 17:50:56,86.2,34.7,25.8,70.3,42.3,ATENÇÃO,[17:50:56] 📡 ALERTA: Comunicação instável
2026-06-07 12:12:33,95.6,88.6,23.5,84.7,65.5,ATENÇÃO,[12:12:33] 📡 ALERTA: Comunicação instável
2026-06-07 12:12:35,98.8,91.0,25.0,83.9,68.0,ATENÇÃO,[12:12:35] 📡 ALERTA: Comunicação instável
2026-06-07 12:12:41,2.0,11.0,32.0,98.0,50.0,CRÍTICO,[12:12:41] Dados atualizados manualmente.
2026-06-07 12:12:43,10,10.8,33.3,96.9,44.5,CRÍTICO,[12:12:43] 🔥 ALERTA CRÍTICO: Bateria em nível crítico!
2026-06-07 12:12:43,10,10.8,33.3,96.9,44.5,CRÍTICO,[12:12:43] ☀️ ALERTA: Baixa eficiência solar
2026-06-07 12:12:43,10,10.8,33.3,96.9,33.4,CRÍTICO,[12:12:43] 🤖 DECISÃO: Modo Economia Ativado
2026-06-07 12:12:45,14.6,10.7,32.3,93.3,37.4,CRÍTICO,[12:12:45] 🔥 ALERTA CRÍTICO: Bateria em nível crítico!
2026-06-07 12:12:45,14.6,10.7,32.3,93.3,37.4,CRÍTICO,[12:12:45] ☀️ ALERTA: Baixa eficiência solar
2026-06-07 12:12:45,14.6,10.7,32.3,93.3,28.0,CRÍTICO,[12:12:45] 🤖 DECISÃO: Modo Economia Ativado
2026-06-07 12:12:47,10,10.5,33.8,92.2,25,CRÍTICO,[12:12:47] 🔥 ALERTA CRÍTICO: Bateria em nível crítico!
2026-06-07 12:12:47,10,10.5,33.8,92.2,25,CRÍTICO,[12:12:47] ☀️ ALERTA: Baixa eficiência solar
2026-06-07 12:12:47,10,10.5,33.8,92.2,20,CRÍTICO,[12:12:47] 🤖 DECISÃO: Modo Economia Ativado
2026-06-07 12:12:48,96.0,98.0,21.0,99.5,20.0,NORMAL,[12:12:48] 🚨 MODO DE EMERGÊNCIA ATIVADO
2026-06-07 12:14:03,88.3,97.2,29.3,82.4,59.2,ATENÇÃO,[12:14:03] 📡 ALERTA: Comunicação instável
2026-06-07 12:14:05,84.2,99.3,28.5,79.6,65.4,CRÍTICO,[12:14:05] 📡 ALERTA: Comunicação instável
2026-06-07 12:14:07,79.0,100,31.1,78.1,71.0,CRÍTICO,[12:14:07] 📡 ALERTA: Comunicação instável
2026-06-07 12:14:09,81.9,100,33.9,78.9,68.7,CRÍTICO,[12:14:09] 📡 ALERTA: Comunicação instável
2026-06-07 12:14:11,82.9,100,36.3,75.7,70.0,CRÍTICO,[12:14:11] 📡 ALERTA: Comunicação instável
2026-06-07 12:14:13,78.0,100,36.7,79.1,72.5,CRÍTICO,[12:14:13] 📡 ALERTA: Comunicação instável
2026-06-07 12:14:15,72.4,100,35.6,74.6,75,CRÍTICO,[12:14:15] 📡 ALERTA: Comunicação instável
2026-06-07 12:14:17,80.1,100,37.8,75.1,75,CRÍTICO,[12:14:17] 📡 ALERTA: Comunicação instável
2026-06-07 12:14:17,50.0,24.0,30.0,50.0,60.0,CRÍTICO,[12:14:17] Dados atualizados manualmente.
2026-06-07 12:14:19,56.1,25.2,32.7,70,62.8,CRÍTICO,[12:14:19] 📡 ALERTA: Comunicação instável
2026-06-07 12:14:19,56.1,25.2,32.7,70,47.1,CRÍTICO,[12:14:19] 🤖 DECISÃO: Modo Economia Ativado
2026-06-07 12:14:21,51.6,26.2,35.4,71.2,42.5,CRÍTICO,[12:14:21] 📡 ALERTA: Comunicação instável
2026-06-07 12:14:21,51.6,26.2,35.4,71.2,31.9,CRÍTICO,[12:14:21] 🤖 DECISÃO: Modo Economia Ativado
2026-06-07 12:14:23,54.3,27.4,36.1,71.3,38.8,CRÍTICO,[12:14:23] 📡 ALERTA: Comunicação instável
2026-06-07 12:14:23,54.3,27.4,36.1,71.3,29.1,CRÍTICO,[12:14:23] 🤖 DECISÃO: Modo Economia Ativado
2026-06-07 12:14:25,55.7,28.5,38.0,70,32.0,CRÍTICO,[12:14:25] 📡 ALERTA: Comunicação instável
2026-06-07 12:14:25,55.7,28.5,38.0,70,24.0,CRÍTICO,[12:14:25] 🤖 DECISÃO: Modo Economia Ativado
2026-06-07 12:14:27,96.0,98.0,21.0,99.5,20.0,NORMAL,[12:14:27] 🚨 MODO DE EMERGÊNCIA ATIVADO
